skill,backward_text,original_name
Furious attack,">"" !"" Larsi cried out, seeing the red stain beginning on his torso. He turned to Valter and pressed his assault, ignoring his injuries. ""Until the end!!""He leapt forth, scoring another hit under Valter's guard. It was no felling blow, but Valter would definitely feel it's sting. ",Furious attack
Great Spear,>Attacks one of the backing swordsmen the one facing : moving from Open to Forward ,Great Spear
Athletics,">feints left then dashes to the right, successfully Escaping Combat and off into the woods! ",athletics
Athletics,">(As LM says Athletics)(HA! great success.The dice hate slavers!)With a bound, over the still twitching low lying branches of the trees he has just shot thru I am on him"" !this way. here he is!"" ",athletics
great spear,">Valter has stumbled briefly in his haste and with his general fatigue from the fight with Larsi.As he gets back up has enough time to find him and confront him. Going into Forward stance (I want this first move) there is the briefest moment as the bandit chief gets up to deliver one terse comment""You did not finish your duel with the dwarf. ""OOC: just read comment: withdraws spear roll (DANG another spear great success! would have finished the weasel) ",great spear
Athletics,"> heard the cry of and turned back to see what was happening. He had almost reached the other river bank chasing the archers who had been put into rout. So that, when he looked back he saw the big figure of Valter running through the ford towards the river bank where he was. He quickly made up his mind and ran trying to tackle him before he could escape from the river.(OOC: I burn a point of hope to add 8: so that the roll becomes 19 with a great success)Once he reached the slaver chieftain, threw himself against him aiming to throw him down into the water and to seize him with the help of who was running close behind him.Despite the hate, did not want to kill him, but he would have liked to see him brought to the Carrock alive to be judged by and his people. ",Athletic
Tackling Valter,">(OOC: tackling, ok NOW I burn hope to overcome the TN: 9+8=17)He grabbed Valter and managed to stop his flight and to unbalance him. However, he also realized that his grasp was not as firm as it should be and that Valter would have broken his hold without the help of , so that he cried:“ ! Quick, help me holding this worm before he flies away, it seems that the view of sprouted wings on his feet!”  ",Tackling Valter
Persuasion,">Will run up with his ""ready cure for bandits who want to grow wings on their feet""...""Hold on Ata, and get this Valter.. ""… plants Great Spear on Valter's back, just nudging it enough to get the pressure of the point hard against the armour and up against the flesh beneath""your choice big man, keep on struggling, and I am going to fall on my spear with all my weight. actually, KEEP ON struggling, I will happily fall over.. unless you want to be reasonable.""(not really sure persuade is the thing here tbh)(better to tie & hog tie him, unless LM agrees persuade is enough - with a hoe point to add 7 to the score!) ",Persuade
skill,>(athletics or craft to catch & tie up) (both body skills with level 1)again if this is more in keeping story line then add the hope point to finish the pursuit: and atawulf can bring him in. (I have a nice scramasax knife to pick up) ,skill
Athletics,">he is tired, bloody and beaten.  His eyes show a burning hatred.  You may have beaten my men but you are all weak men. He struggles and partially break free only to be hog tied by  ",Athletics
Culture,">Someone attacked a temple of the Priest Kings? Sarah thought to herself when the topic died down. Who would be stupid enough to do that? Not even agents of the Kur attack so openly. Something strange must have happened...Sarah had no love for the Priest Kings. She thought them real enough; she had seen Kur before, even touched one, and divine beings did not wage war on physical ones. She had spoken to those who claimed to know what they were from books that had been written and published on Earth before she was born, who said they were giant insects with technology so advanced it might as well have been magic. Sarah did not necessarily believe them, but then, Sarah did not think that it mattered all that much what they were. They were real, and had seen fit to keep Gor in the cultural Iron Age which had done her little good and plenty of harm. No, Sarah did not believe in their mysticism or holiness. And neither did Elisha given that she had noticed none of the signs of obeisance she had come to expect every time the Priest Kings came up. That was odd...""Tell me, captor? If I had not begged last night, would my treatment at your hands been any different?""Elisha's question jolted Sarah out of one musing, and into another...""You were brooding last night, Say-rah,"" Atiya said as she scrubbed Sarah's back in the cool mountain river. The statement caused the First Spear to glance back over her shoulder, meet her sister in the eyes. ""...how did you know?"" she asked, not denying the fact.""You did not hush our captive,"" Atiya replied. ""You do not do that unless you are thinking or deep in sleep, and this stony ground is not the soft grasses of the forest."" After a moment of quiet, she asked, ""What troubles you?""Sarah sighed, slow and heavy. How can I even begin to talk about this? Yet Atiya was her Second Spear, her most trusted girl, her sister. She would not lie to her.""Her weeping reminded me...of me."" The water swirled about them as Sarah turned to face her sister. ""I wept like that, often, in the dead of night. Do mistake me, I fought back against my slavery, hard, and carry the scars from that rebellion even now. I did what I had to, said what I had to in order to survive, and not once did I submit willingly or abandon my plans to escape...but that doesn't mean that...""Atiya's arms gently rose up and rested on Sarah's shoulders, her hands cradling the back of her head. ""Say-rah,"" she whispered, eyes filled with empathic pain, ""you know that I didn't mean-""Sarah stopped her, held her fingers to the girl's lips. ""I know. You don't have to apologize, though I thank you for it. But that isn't it. It's that feeling, that knowing that you'll never see your family, your loved ones again. It weighs on you.""Atiya nodded, her own eyes starting to glisten. She understood. Yet even still she was reassuring. ""You have not lost your family. Your sisters are with you, I am with you, always. Your daughter is beautiful, and strong like her mother. Your man visits the trading points regularly.""""And I am thankful for all of that, I truly am,"" Sarah said, holding her sister close. ""I just remember being that girl, lost, alone, afraid, trapped, when all I could think about was my mother and father, how I would never see them again, how desperately I wanted to go home. She's still somewhere, deep inside me, and last night she came out again...""Sarah wanted to say more, about how if she could she would like to live in a world where children weren't taken from their parents, but the words did not even begin to form before she choked on them. It was a useless conversation, and one she wouldn't risk having now. To weep over the pain that Gor had caused was one thing but to suggest that slavery, the trade that helped them live their lives, was wrong? That was too much, and even distraught she would not say what could be confused for weakness.Fortunately Atiya did not press further, and merely held her First Spear in silence. ""That girl was strong, for enduring what she did and not breaking,"" she finally offered, pulling away far enough to let their noses touch. ""She brought you to the forests, where you belong. Your parents would be proud.""Sarah smiled, for even though she was not convinced it was what she felt she needed to hear. ""I am sorry. I am only human, and my life on Gor has been a turbulent one. I will try not to inconvenience you with my emotions.""""I am not inconvenienced,"" Atiya said, rubbing her nose to Sarah's. ""And the only thing you need to apologize for is not scrubbing my back as hard as I have scrubbed yours!""At that Atiya slapped Sarah on the bottom, causing the First Spear to yelp. And together they began to play.Thinking about her conversation with Atiya this morning, Sarah considered Elisha's question. ""Possibly,"" she said with a shrug. ""You would not have escaped the beating with the switch and stick, as my sisters and I can be vicious to free women. But they would have tired quicker, and grown bored if you had not begged. Perhaps you would have even earned our respect, as though we do not believe in what you believe about how women must act and dress a refusal to abandon that belief is evidence of strength. Perhaps that would have meant a warmer blanket or more than just bones and gristle, but who can say? We are past that now, and you are at our mercy.""Approaching the town, several women came out to greet them. Sarah would have expected it to be men who would do that, but hill women were tougher than most and Sarah and Elisha appeared to be one of them. The only weapon visible between the two was Sarah's short bow, which would not be out of the ordinary for two women travelling alone. ""Tal,"" Sarah answered. ""I am Adira, and this is Elisha, both of the Pamiri tribe. We are returning home from pilgrimage to the Sardar mountains, in accordance to the wishes of the Initiates.""Sarah then made the signs of obeisance that she expected to be customary when mentioning the White Caste. ",Culture
Base,">Sarah knows that her sisters will be watching from their hiding places. The hill girl hasn’t spotted them it seems, despite this being her natural terrain. Or if she has seen them, she shows no sign of having done so. ""You said when we met that you could shoot a bird from the sky,"" Sarah remarks, coolly interested. Spotting a medium-sized bird moving through the sky a short distance from them, Sarah points at it. ""Would you care to demonstrate?""“That is a salk,” says Lekhshey as she strings her bow. She places an arrow to the bowstring and raises the bow up. “A salk of that size makes for a tasty pot lunch,” she explains. Sarah watches the girl closely. She seems nervous, perhaps understanding that this is a test of sorts, that Sarah has set her a challenge. The girl made a boast earlier today. Selma could down that bird easily enough, but can this hill girl do the same? Selma would not be nervous now, under pressure, but Sarah senses this girl is. She wants to prove herself. She is young. She is also a little foolish. She doesn’t really know Sarah. She has come here alone, away from her village, a hundred yards from the outskirts, in the company of two women who have spoken kindly to her. She has taken a risk. Sarah would not think kindly of any of her girls taking that sort of risk. She has even allowed Sarah to stand behind her now, while her attention is drawn towards the bird floating in the sky. Does she really trust her that much? Lekhshey follows the flight of the bird with her eye and then looses the arrow.GM Note: Rolling 3D6+2 bow skill versus a target of 10 (Easy, as the bird is soaring in a predictable line)    ",Base
Nature,">Sarah knows that her sisters will be watching from their hiding places. The hill girl hasn’t spotted them it seems, despite this being her natural terrain. Or if she has seen them, she shows no sign of having done so. ""You said when we met that you could shoot a bird from the sky,"" Sarah remarks, coolly interested. Spotting a medium-sized bird moving through the sky a short distance from them, Sarah points at it. ""Would you care to demonstrate?""“That is a salk,” says Lekhshey as she strings her bow. She places an arrow to the bowstring and raises the bow up. “A salk of that size makes for a tasty pot lunch,” she explains. Sarah watches the girl closely. She seems nervous, perhaps understanding that this is a test of sorts, that Sarah has set her a challenge. The girl made a boast earlier today. Selma could down that bird easily enough, but can this hill girl do the same? Selma would not be nervous now, under pressure, but Sarah senses this girl is. She wants to prove herself. She is young. She is also a little foolish. She doesn’t really know Sarah. She has come here alone, away from her village, a hundred yards from the outskirts, in the company of two women who have spoken kindly to her. She has taken a risk. Sarah would not think kindly of any of her girls taking that sort of risk. She has even allowed Sarah to stand behind her now, while her attention is drawn towards the bird floating in the sky. Does she really trust her that much? Lekhshey follows the flight of the bird with her eye and then looses the arrow.GM Note: Rolling 3D6+2 bow skill versus a target of 10 (Easy, as the bird is soaring in a predictable line)    ",Wild
Roll,>roll to hit ,Roll
Officer,">The gun shot goes off and you’re instantly moving. The shot hits the other officer, but not before he fires back. Penny screams.The officer’s gun goes off even as he hollers in pain and the bullet skins him to the ground. Donaldson let’s loose two rounds as you charge him., trying to get through the door.  ",Officer
Donaldson,">The gun shot goes off and you’re instantly moving. The shot hits the other officer, but not before he fires back. Penny screams.The officer’s gun goes off even as he hollers in pain and the bullet skins him to the ground. Donaldson let’s loose two rounds as you charge him., trying to get through the door.  ",Donaldson
Donaldson 2nd shot,">The gun shot goes off and you’re instantly moving. The shot hits the other officer, but not before he fires back. Penny screams.The officer’s gun goes off even as he hollers in pain and the bullet skins him to the ground. Donaldson let’s loose two rounds as you charge him., trying to get through the door.  ",Donaldson 2nd shot
Donaldson,">The first officer’s shot grazes your ear  and shatters the glass behind you.  Donaldson’s  first shot  cuts a deep trench through the side of your thigh, while the 2nd shot is a clear miss. [take 2 damage]Make a contested grapple/charge roll (2d6 roll unless you have a trait that helps you here) ",Donaldson
Roll,>Contested Grapple ,Roll
Donaldson,">You hit Donaldson with a shoulder charge, but he rolls with it, catching ahold of your arm and the two of you crash into the hallway together...Roll initiative (standard test) ",Donaldson
Roll,>[Initiative] ,Roll
Disarm,">Donaldson grabs at your gun to wrestle it out of your hand, while striking you with the butt of his own. Meanwhile, the other officer clutches his shoulder “I’m shot, fuck...I’m shot.” He grabs his radio “Shots fired. Officer down! Suspect on the run. White male, wearing...” ",Disarm
Pistol Whip,">Donaldson grabs at your gun to wrestle it out of your hand, while striking you with the butt of his own. Meanwhile, the other officer clutches his shoulder “I’m shot, fuck...I’m shot.” He grabs his radio “Shots fired. Officer down! Suspect on the run. White male, wearing...” ",Pistol Whip
Knee strike,">I know I need to disengage and make a run for it. If I stay here any long, I'm going to get caught. So, I throw a knee into the officers groan, and pull my hands free as hard I can. ",Knee strike
disengage,">I know I need to disengage and make a run for it. If I stay here any long, I'm going to get caught. So, I throw a knee into the officers groan, and pull my hands free as hard I can. ",disengage
Cops,">Your knee catches him in the groin and he let’s out a shrill cry of pain, but he knows you have a gun. He knows you’ve already shot one officer and he’s damned if he’s going to let your hands free. Initiative roll!  ",Cops
Roll,>initiative roll ,Roll
Head butt,>Donaldson head butted you in the face and tries to rip your gun out of your hand.  ,Head butt
Disarm,>Donaldson head butted you in the face and tries to rip your gun out of your hand.  ,Disarm
Gun shot,">You take the head butt on the shoulder, avoiding taking it on the bridge of your nose (no damage), but Donaldson manages to yank your gun free. Two shot rings out... ",Gun shot
Gun shot,">You take the head butt on the shoulder, avoiding taking it on the bridge of your nose (no damage), but Donaldson manages to yank your gun free. Two shot rings out... ",Gun shot
Punch to elbow,">I throw the crook of my hand, the corner where thumb and index finger meet, into Donaldson's elbow and hoped to break free from his grip. [I figured with it being a precision attack I'd have to roll at a disadvantage without a burned turn for focus] ",Punch to elbow
disengage,">I throw the crook of my hand, the corner where thumb and index finger meet, into Donaldson's elbow and hoped to break free from his grip. [I figured with it being a precision attack I'd have to roll at a disadvantage without a burned turn for focus] ",disengage
Roll,>Attributes – First Roll ,Roll
Roll,>Attributes – Second Roll...discerning the 1 ,Roll
Roll,>Rolling for luck  ,Roll
Roll,>Attributes - first roll ,Roll
Roll,>Attributes - three ones ,Roll
Roll,>Luck ,Roll
Roll,">For my own reference.{Half-medusa = +1 DEX, +1 INT, -1 STR; -1 Hit PointsRanger = +1 to CON (must have a CON of 2 or higher}First Roll|3||6||2||4||4||6| ",Roll
Roll,>LuckSo that's a 5. ,Roll
Roll,>Attribute Rolls ,Roll
Roll,">Luck Roll: 3So, not so lucky! ",Roll
Roll,>Let’s see how lucky I am ,Roll
Roll,>attributeds first roll ,Roll
Roll,>for the 1  ,Roll
Knowledge roll vs INT,>Roll to see exactly how much knows about Dogfolk. ,Knowledge roll vs INT
Roll,>Roll to see exactly how much knows about Dogfolk. ,Roll
Roll,>Expend 1 Luck Point to reroll Terror Check. ,Roll
Roll,>Expend 1 Luck Point to reroll Terror Check. ,Roll
Shut Someone Down,">Home. Out. It's my dad. My brother. I--Cassie turns slowly, her mind racing: she only has one chance to get the right lie, or she'll have to run for it-- and she's not particularly interested in having a chat with Principal Savage tomorrow. ""Oh. Dr. Greene, hi! I was just--"" The door behind Dr. Greene cracks open and then shut again, interrupting Cassie. Her gaze flicks to the door, and then back to Dr. Greene, first meeting the older woman's eyes and then taking in her hair and the unbuttoned blouse. ""What are you doing here, Dr. Greene? This isn't the English hall. Don't teachers usually eat lunch in their office or the staff lounge?"" ",Shut Someone Down
Turn Someone On,">This is new. Cassie keeps her face impassive as Rene's fingers brush against her hand.She had spent most of sophomore year crushing on Ricky-- the sort of strangled, wide-eyed affection that read as overly enthusiastic friendship. Then there was the accident and nothing mattered... and then Sam showed up this year, and everything mattered.After this morning, and maybe nothing matters again. But... Cassie hadn't thought about either of the twins like that in months-- and never about Rene. But the other girl wasn't exactly being subtle, and if nothing else, crushing on Sam had given Cassie permission to notice girls. With a furtive glance at Ricky, Cassie lets her fingers tangle with Rene's for a second, barely pulling her towards the back seat with her. ""What's that song, Rene? I think I recognize it..."" She teases. ",Turn Someone On
Roll,>OOC: Dito ,Roll
Roll,>travel roll ,Roll
Roll,>travel ,Roll
Survival,>Travel ,Travel
Survival,>(Rolling travel and also lookout in case it's needed) ,Travel
Lookout,>(Rolling travel and also lookout in case it's needed) ,Lookout
Roll,">allow me.  smoked boar meat is delicious!  rides out wide, dismounts.As she approaches, bow ready, the boar spots her and charges!  It is a large sow, almost as big as she is!(thnick, thnick)Two arrows to the neck and the boar plows into the turf tusks first! ",Roll
Persuasion,">Once arrived in Edoras, having greeted the guards who already knew him, went directly to the King’s stables where he took his horse and Othar’s one and then he stood there for a while taking care of them and of the others horses. He was very fond of those animals and he often thought them as more trustworthy than humans: their big bright eyes housed indeed, he was used to thinking, neither grains of deception nor trace of falsehood. Having cleaned and curried them, took care of himself washing his face and hands and changing his travel clothes for garments which fit better the court of a King.He wore black trousers under a black coat with white pluff sleeves and a silver tree embroidered on the breast. A grey cloak with the emblems of the Stewards of Gondor and the green horse of Rohan in white field covered his shoulder.He went into the inn where he knew he would have met Othar and his new and old companions. He stopped on the threshold looking around in the crowded place to see where his friends were. He spotted who were talking with an exceptionally handsome woman. Then he recognized Othar and the others around her, thus he stepped slowly into the room towards the group. He were taking his time to look at the new entry of the group: something in her clothes and manners told him about something exotic, indubitably stranger, but he recognized in her something strangely familiar which, however, he could not find a name for. There was an aura of joy and beauty around her, and a uncanny light in her eyes which he was awed by.Having come close enough to catch the words of the conversation that was going on, he heard talking about “...convincing teenagers to court.” and he saw all them toasting to love.Having reached the group he waited for an opportunity to chime in, then he presented himself to the stranger lady, bowing slightly:“Hail, my fair Lady, I had to reconsider the Inns of Edoras: I knew them for the deliciousness of the beers they offers and for the virtuosity of the minstrels they have as guests, but I never heard that such flowers grow up in their rooms!” He said smiling, then added courteously:“ I’m Herion's son, scout of the Stewards of Gondor, tender of Thengel’s stables, part of the Troll slayers company, at your service. May I be so bold as to inquire your name? ”Then, when he rose again and made eye contact with her,  a few verses came up to his lips as if they were coming from a fairy, distant land so that he could not help singing softly:“Her hair was long, her limbs were white,And fair she was and free;And in the wind she went as lightAs leaf of linden-tree.” ",Courtesy
Performance,">Once arrived in Edoras, having greeted the guards who already knew him, went directly to the King’s stables where he took his horse and Othar’s one and then he stood there for a while taking care of them and of the others horses. He was very fond of those animals and he often thought them as more trustworthy than humans: their big bright eyes housed indeed, he was used to thinking, neither grains of deception nor trace of falsehood. Having cleaned and curried them, took care of himself washing his face and hands and changing his travel clothes for garments which fit better the court of a King.He wore black trousers under a black coat with white pluff sleeves and a silver tree embroidered on the breast. A grey cloak with the emblems of the Stewards of Gondor and the green horse of Rohan in white field covered his shoulder.He went into the inn where he knew he would have met Othar and his new and old companions. He stopped on the threshold looking around in the crowded place to see where his friends were. He spotted who were talking with an exceptionally handsome woman. Then he recognized Othar and the others around her, thus he stepped slowly into the room towards the group. He were taking his time to look at the new entry of the group: something in her clothes and manners told him about something exotic, indubitably stranger, but he recognized in her something strangely familiar which, however, he could not find a name for. There was an aura of joy and beauty around her, and a uncanny light in her eyes which he was awed by.Having come close enough to catch the words of the conversation that was going on, he heard talking about “...convincing teenagers to court.” and he saw all them toasting to love.Having reached the group he waited for an opportunity to chime in, then he presented himself to the stranger lady, bowing slightly:“Hail, my fair Lady, I had to reconsider the Inns of Edoras: I knew them for the deliciousness of the beers they offers and for the virtuosity of the minstrels they have as guests, but I never heard that such flowers grow up in their rooms!” He said smiling, then added courteously:“ I’m Herion's son, scout of the Stewards of Gondor, tender of Thengel’s stables, part of the Troll slayers company, at your service. May I be so bold as to inquire your name? ”Then, when he rose again and made eye contact with her,  a few verses came up to his lips as if they were coming from a fairy, distant land so that he could not help singing softly:“Her hair was long, her limbs were white,And fair she was and free;And in the wind she went as lightAs leaf of linden-tree.” ",Song
Roll,">Green ChewieLoop greeted ""It is always great to have someone keeping an eye out, thank you. May I have one of those?"" Loop pointed at the Green gummy. Loop took it and started by walking around hoping to find the best vantage point in the room. ",Roll
Roll,"> put the pink pill on her tongue without looking at it and swallowed it.""Thanks."" She smiled at then settled into a chair nearby.  ",Roll
Blue tablet,">Well, it seemed like everything was on the up and up. And the group was clearly using this moment to socially bond. Which was important.“I think the blue ones. I like the color,” Taysha told with a smile. She debated turning off her biomonitor Nannyware, but hey, it might be useful to have something keeping watch.She held the tablet up to the light for a moment, then took it with some water from her glass.  ",Blue tablet
Roll,">Josse put a mental pin in the offer phrased as not whether, but what they would partake. It was not a request. Some kind of team-bonding-shared experience event? It was an odd range of pharmas to be presented if they were meant to experience religious ecstasy.  She'd stuck to non-alcoholic beverages until this point, and had really hoped to keep her head clear - certainly her companions were likely to need some assistance later, and Josse was skeptical of exactly what ministrations the young woman intended to provide - but there was no point in causing ripples by pointedly refusing.""I'd prefer a lozenge, please."" ",Roll
experimentation,">Hadith looks over the offerings, eyebrow arching despite her attempts to restrain it.  Her first impulse is to abstain, to step back and observe, to see what gets said that people otherwise leave unsaid.  But she doesn't know these people, isn't sure she ever will, really.  This is a chance to explore.""Surprise me,"" she says to the dispensing girl.  ""Give me something you think I shouldn't have."" ",experimentation
Fear Save,">There was a great deal of shouting, pounding and clattering going on, and did not appreciate it one bit.  It was like his daughters rampaging around the house on a sugar high while he was battling a hangover, only much worse.  ""Will you quiet down, gosh darn it?!"" the executive scolded from his doubled-over position.  He was trying not to cough up his guts here, and these people were carrying on so!  It was inconsiderate, even unprofessional.  He would make a note of this.  He would type his note with fierce finger-jabs, oh yes.Coffee was just easing his way back to an upright position when Ara jolted out of her cryo-tube and... started speaking in tongues, or some such nonsense.  David didn't know.  He flinched and lurched away from the android and banged his shoulder against the edge of his own chamber.  The sudden pain of his clumsiness embarrassed him and further darkened his mood.""Good Christ! What the hell is wrong with the robot?!"" he blurted, before catching himself.  David knew he shouldn't lose his cool in front of the staff.  They would look to him for steadiness and leadership during this operation.  It was just that he felt so damned awful... ",Fear Save
Panic Check,">Her world tilted, off-balance, and the fear, adrenaline still juddered through her system. She accepted Diaz's help, as she swayed on her feet like a drunkard, she leant on him, and tried to smear the goop from her face, and just smeared it further.""Thank you,"" she muttered, half to herself, semi-delerious, ""Don't let Delco ---"" She trailed off, leant on him further, as they make their way to the showers.  ",Panic Check
Hacking Check vs 73,">""Okay, well, let's see what we can see."" Lexi's mind was still reeling—cryosleep, attempted assassination, death threat from an ex, no biggie—but here, this was something it could latch onto and focus on. She pulled her datapad from the pocket, and launched it into slave mode, found a port to connect it into, and jacked in to see what she could see.  ",Hacking Check vs 73
Panic,">The voice stopped her. How could he be speaking here? Now? The panic almost stopped her in her tracks. Almost. If she hadn't already seen the message, maybe it would have, but the element of surprise had faded, at least a little, and her fingers sped on the keys - looking for anyway she could find the source of the voice, where it was coming from, how she was getting to her ... ",Panic
Hacking check vs 73,">""There's something wrong. Some sort of ... virus, maybe. Something that shouldn't be there,"" she said out loud, partly to herself, partly to Reyes. Partly so there'd be a witness if it disappeared like Delco's message had. It felt like a confirmation also, that she wasn't going completely crazy, that something buggy was happening on this damn ship.""Recheck authorisation, Mal, running a diagnostic which I have access for. And tell me anything you know about Hitchhiker.""She wrote a quick script, repurposing an old school attack bypass to spoof the right key against her name. She sent it to run against Mal's authorisation subroutines, then switched over to look closer at Hitchhiker. She shrugged physically, and dived in virtually.  ",Hacking check vs 73
Roll,>crime category roll ,Roll
Crime roll,>Crime roll.A 2. ,Crime roll
Roll,>crime roll ,Roll
Roll,>crime ,Roll
swear,>Swear to protect the people from the things that ravaged Bencree: roll+heart +1Undertake a troublesome journey to Bencree:  roll+wits+1 ,swear
Roll,>Swear to protect the people from the things that ravaged Bencree: roll+heart +1Undertake a troublesome journey to Bencree:  roll+wits+1 ,Roll
Roll,>Swear to protect the people from the things that ravaged Bencree: roll+heart +1Undertake a troublesome journey to Bencree:  roll+wits+1 ,Roll
journey,>Swear to protect the people from the things that ravaged Bencree: roll+heart +1Undertake a troublesome journey to Bencree:  roll+wits+1 ,journey
Roll,>Swear to protect the people from the things that ravaged Bencree: roll+heart +1Undertake a troublesome journey to Bencree:  roll+wits+1 ,Roll
Roll,>Swear to protect the people from the things that ravaged Bencree: roll+heart +1Undertake a troublesome journey to Bencree:  roll+wits+1 ,Roll
compel,>Attempt to compel to stay in order to perform a ritual here: roll+heart. ,compel
Roll,>Attempt to compel to stay in order to perform a ritual here: roll+heart. ,Roll
Roll,>Attempt to compel to stay in order to perform a ritual here: roll+heart. ,Roll
scry,>Attempt to scry via the pool: roll+shadow+1(owl) ,scry
Roll,>Attempt to scry via the pool: roll+shadow+1(owl) ,Roll
Roll,>Attempt to scry via the pool: roll+shadow+1(owl) ,Roll
Investigation,>Gather information:roll+wits ,gather information
Roll,>Gather information:roll+wits ,Roll
Roll,>Gather information:roll+wits ,Roll
endure,>Endure stress from weak hit on scry:roll+spirit ,endure
Roll,>Endure stress from weak hit on scry:roll+spirit ,Roll
Roll,>Endure stress from weak hit on scry:roll+spirit ,Roll
journey,>Undertake a Journey: Roll+Wits ,journey
Roll,>Undertake a Journey: Roll+Wits ,Roll
Roll,>Undertake a Journey: Roll+Wits ,Roll
compel,">Earnan moved to reassure the upset young man. ""You do not know what lurks in the dark... Going in unprepared, or even worse, without wits from lack of rest can be suicide!"", said Earnan in a softer but reassured tone.""I need time to prepare. The forest, though dark it may seem, provides gifts to those who wish to accept them in facing the dark things that lurk in it's bounds.""[OOC: Compel: Roll+Heart]He turned then, addressing the company as a whole, looking to the two inhabitants of Falmara for agreement. ",compel
Roll,">Earnan moved to reassure the upset young man. ""You do not know what lurks in the dark... Going in unprepared, or even worse, without wits from lack of rest can be suicide!"", said Earnan in a softer but reassured tone.""I need time to prepare. The forest, though dark it may seem, provides gifts to those who wish to accept them in facing the dark things that lurk in it's bounds.""[OOC: Compel: Roll+Heart]He turned then, addressing the company as a whole, looking to the two inhabitants of Falmara for agreement. ",Roll
Roll,">Earnan moved to reassure the upset young man. ""You do not know what lurks in the dark... Going in unprepared, or even worse, without wits from lack of rest can be suicide!"", said Earnan in a softer but reassured tone.""I need time to prepare. The forest, though dark it may seem, provides gifts to those who wish to accept them in facing the dark things that lurk in it's bounds.""[OOC: Compel: Roll+Heart]He turned then, addressing the company as a whole, looking to the two inhabitants of Falmara for agreement. ",Roll
resupply,">Earnan eyed the faces of the two huntresses. was young and keen eyed. The vigour of youth and enthusiasm in her every action. was somewhat older and wore an expression of anxiety. The years having taught her that the world around her is savage and cruel. Perhaps she experienced something in her younger days that left a scar on her mind, either physical or emotional, or perhaps just being older than her younger counterpart, she had heard more dark stories of the old forest that weighed on her mind.""I need you two to look around. And not just for things to eat."", Earnan said. ""Let me know if you find any beast in the vicinity. It could aid us in any trouble we might find at Bencree""Of course they had both been there at Falmara, when Earnan bade the villagers to wear the enchanted pelts he brought from the cusp of the forest. So they had an idea of what he was after.[OOC: Going to make a resupply roll for this: Roll+Wits. If successful roll for what animal found: 1-wolf,2-bear,3-deer,4-fox,5-boar] ",resupply
Roll,">Earnan eyed the faces of the two huntresses. was young and keen eyed. The vigour of youth and enthusiasm in her every action. was somewhat older and wore an expression of anxiety. The years having taught her that the world around her is savage and cruel. Perhaps she experienced something in her younger days that left a scar on her mind, either physical or emotional, or perhaps just being older than her younger counterpart, she had heard more dark stories of the old forest that weighed on her mind.""I need you two to look around. And not just for things to eat."", Earnan said. ""Let me know if you find any beast in the vicinity. It could aid us in any trouble we might find at Bencree""Of course they had both been there at Falmara, when Earnan bade the villagers to wear the enchanted pelts he brought from the cusp of the forest. So they had an idea of what he was after.[OOC: Going to make a resupply roll for this: Roll+Wits. If successful roll for what animal found: 1-wolf,2-bear,3-deer,4-fox,5-boar] ",Roll
Roll,">Earnan eyed the faces of the two huntresses. was young and keen eyed. The vigour of youth and enthusiasm in her every action. was somewhat older and wore an expression of anxiety. The years having taught her that the world around her is savage and cruel. Perhaps she experienced something in her younger days that left a scar on her mind, either physical or emotional, or perhaps just being older than her younger counterpart, she had heard more dark stories of the old forest that weighed on her mind.""I need you two to look around. And not just for things to eat."", Earnan said. ""Let me know if you find any beast in the vicinity. It could aid us in any trouble we might find at Bencree""Of course they had both been there at Falmara, when Earnan bade the villagers to wear the enchanted pelts he brought from the cusp of the forest. So they had an idea of what he was after.[OOC: Going to make a resupply roll for this: Roll+Wits. If successful roll for what animal found: 1-wolf,2-bear,3-deer,4-fox,5-boar] ",Roll
what,">Earnan eyed the faces of the two huntresses. was young and keen eyed. The vigour of youth and enthusiasm in her every action. was somewhat older and wore an expression of anxiety. The years having taught her that the world around her is savage and cruel. Perhaps she experienced something in her younger days that left a scar on her mind, either physical or emotional, or perhaps just being older than her younger counterpart, she had heard more dark stories of the old forest that weighed on her mind.""I need you two to look around. And not just for things to eat."", Earnan said. ""Let me know if you find any beast in the vicinity. It could aid us in any trouble we might find at Bencree""Of course they had both been there at Falmara, when Earnan bade the villagers to wear the enchanted pelts he brought from the cusp of the forest. So they had an idea of what he was after.[OOC: Going to make a resupply roll for this: Roll+Wits. If successful roll for what animal found: 1-wolf,2-bear,3-deer,4-fox,5-boar] ",what
flank,">Earnan accompanies the hunters on their hunt. Not long after Earnan sees beckon him over, and without a sound he followed to the point where she lay.""Look"", she said. Before them lay a great boar foraging in the wilds. She slowly made a gesture with her hands towards  . Understanding that meant to flank the creature, Earnan quietly made his way around the board in a wide circle.[OOC: Enter the Fray: Roll+Shadow. Also moving this enemy down to troublesome because we are 3v1] ",flank
Roll,">Earnan accompanies the hunters on their hunt. Not long after Earnan sees beckon him over, and without a sound he followed to the point where she lay.""Look"", she said. Before them lay a great boar foraging in the wilds. She slowly made a gesture with her hands towards  . Understanding that meant to flank the creature, Earnan quietly made his way around the board in a wide circle.[OOC: Enter the Fray: Roll+Shadow. Also moving this enemy down to troublesome because we are 3v1] ",Roll
